SalaryUSD	Country	PrimaryDatabase	YearsWithThisDatabase	OtherDatabases	JobTitle	YearsWithThisTypeOfJob	Education	HoursWorkedPerWeek
150000	United States	Oracle	20	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	20	Bachelors (4 years)	40
110000	United States	Microsoft SQL Server	23	"Microsoft SQL Server, Microsoft Access"	Analyst	1	Bachelors (4 years)	40
105000	United States	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Associates (2 years)	40
100000	Uganda	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB"	Architect	1	Bachelors (4 years)	45
120000	United States	Microsoft SQL Server	16		Manager	1	Bachelors (4 years)	50
93000	United States	Microsoft SQL Server	9	"Oracle, MySQL/MariaDB, PostgreSQL, Redis, Elasticsearch"	"Developer: App code (C#, JS, etc)"	7	Associates (2 years)	45
"50,000"	United States	Microsoft SQL Server	4		Developer: T-SQL	4	None (no degree completed)	45
127000	United States	Microsoft SQL Server	7	"PostgreSQL, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Masters	40
85000	United States	Microsoft SQL Server	5		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	40
105300	Australia	Microsoft SQL Server	2003		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	38
90000	Norway	Microsoft SQL Server	6	"Oracle, PostgreSQL"	Data Scientist	4	Associates (2 years)	46
90000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Microsoft Access"	Manager	1	Masters	42
77000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Microsoft Access"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	10	Bachelors (4 years)	40
"80,000"	United States	Microsoft SQL Server	4	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Masters	40
99000	United States	Oracle	19	"Microsoft SQL Server, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	20	Masters	45
54000	United States	Microsoft SQL Server	4		Developer: T-SQL	4	Bachelors (4 years)	42
63000	United Kingdom	Microsoft SQL Server	7	"Microsoft SQL Server, Azure SQL DB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	4	Bachelors (4 years)	37
10000	India	Microsoft SQL Server	4	Azure SQL DB	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Bachelors (4 years)	49
"54,000"	United States	Microsoft SQL Server	5	"Microsoft SQL Server, MySQL/MariaDB"	Developer: T-SQL	5	Associates (2 years)	40
101000	Australia	Azure SQL DB	2	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Redis, SQLite"	"Developer: App code (C#, JS, etc)"	7	Bachelors (4 years)	45
"115,000"	United States	Microsoft SQL Server	10	Oracle	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Bachelors (4 years)	40
95000	United States	Microsoft SQL Server	14	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	None (no degree completed)	42
155000	United States	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle, SAP, Azure SQL DB"	Engineer	6	Bachelors (4 years)	68
82560	Saudi Arabia	Microsoft SQL Server	7	"Microsoft SQL Server, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Masters	40
110000	United States	Microsoft SQL Server	14	"Microsoft SQL Server, Oracle"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	14	Bachelors (4 years)	40
110000	Germany	Microsoft SQL Server	17	"Oracle, DB2, SAP, Azure SQL DB"	Architect	5	None (no degree completed)	60
75000	Saudi Arabia	Oracle	10	"Microsoft SQL Server, MongoDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Bachelors (4 years)	44
95000	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	2	Bachelors (4 years)	50
67000	United Kingdom	Microsoft SQL Server	20	"MySQL/MariaDB, Microsoft Access, Progress"	Developer: T-SQL	12	Bachelors (4 years)	40
62400	South Africa	Microsoft SQL Server	10	MySQL/MariaDB	Manager	6	Bachelors (4 years)	50
87000	United States	Microsoft SQL Server	15		Analyst	3	Masters	40
"90,200"	United States	Microsoft SQL Server	15	DB2	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	5	Bachelors (4 years)	42
130000	United States	Microsoft SQL Server	10	"Oracle, Microsoft Access"	Manager	7	Masters	55
120000	United States	Microsoft SQL Server	20	"MySQL/MariaDB, Microsoft Access"	Developer: T-SQL	2	None (no degree completed)	40
70879	Israel	Microsoft SQL Server	3	"Azure SQL DB, Amazon RDS (any flavor)"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	3	Bachelors (4 years)	48
95000	United States	Microsoft SQL Server	15		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	8	Bachelors (4 years)	45
6260	India	Microsoft SQL Server	2	Microsoft SQL Server	"DBA (Development Focus - tunes queries, indexes, does deployments)"	2	Masters	40
74422	Australia	Microsoft SQL Server	17	"Microsoft SQL Server, MySQL/MariaDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	38
105000	Australia	Microsoft SQL Server	2		Architect	5	Bachelors (4 years)	40
14139	India	Microsoft SQL Server	8	Microsoft SQL Server	Developer: T-SQL	7	Bachelors (4 years)	40
86000	United Kingdom	Microsoft SQL Server	2	"MySQL/MariaDB, PostgreSQL"	Manager	2	Bachelors (4 years)	40
129000	United States	MySQL/MariaDB	10	"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	32	Bachelors (4 years)	45
74000	United Kingdom	Microsoft SQL Server	10	"Microsoft SQL Server, Azure SQL DB"	Other	2	Bachelors (4 years)	45
24400	Slovakia	Microsoft SQL Server	12	"Oracle, MySQL/MariaDB, SQLite"	"Developer: App code (C#, JS, etc)"	2	Masters	30
40541	United Kingdom	Microsoft SQL Server	4	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	Developer: T-SQL	4	None (no degree completed)	40
47714	United Kingdom	Microsoft SQL Server	12	"Oracle, Ingres"	Developer: T-SQL	8	Associates (2 years)	37
156000	Ireland	Microsoft SQL Server	15	"Oracle, DB2, Elasticsearch, Azure SQL DB"	Architect	30	Doctorate/PhD	50
62400	South Africa	Microsoft SQL Server	22	"Microsoft SQL Server, Oracle, Microsoft Access, SQLite, SAP"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	None (no degree completed)	40
85000	Ireland	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	0	Bachelors (4 years)	40
50000	Spain	Oracle	10	"Microsoft SQL Server, Oracle, SAP"	Analyst	5	Masters	40
31000	South Africa	Microsoft SQL Server	5	SAP	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	54
41000	United Kingdom	Microsoft SQL Server	7		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	None (no degree completed)	37
84000	United Kingdom	Microsoft SQL Server	18	"Microsoft SQL Server, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Masters	42
73800	United Kingdom	Microsoft SQL Server	6		"Developer: App code (C#, JS, etc)"	6	Masters	40
60000	France	Microsoft SQL Server	16	Microsoft Access	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	16	Associates (2 years)	40
116000	Denmark	Microsoft SQL Server	29	firebird	Developer: T-SQL	0	Bachelors (4 years)	37
50000	United Kingdom	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Bachelors (4 years)	37
30000	South Africa	Microsoft SQL Server	5	"MySQL/MariaDB, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Bachelors (4 years)	37
82000	United States	Microsoft SQL Server	18	"Oracle, Microsoft Access"	Engineer	9	Bachelors (4 years)	45
66500	United Kingdom	Microsoft SQL Server	2	"Microsoft SQL Server, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	None (no degree completed)	40
46750	United Kingdom	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Ingres"	Other	10	Bachelors (4 years)	38
83000	United Kingdom	Microsoft SQL Server	4	"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Masters	42
67700	United Kingdom	Microsoft SQL Server	10	Teradata	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	40
66000	United Kingdom	Microsoft SQL Server	18	PostgreSQL	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Masters	35
140000	United States	Microsoft SQL Server	18		Developer: T-SQL	21	Bachelors (4 years)	45
90500	Finland	Microsoft SQL Server	20	"MySQL/MariaDB, PostgreSQL, Elasticsearch"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Masters	30
"105,000"	United States	Microsoft SQL Server	20		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Bachelors (4 years)	45
82000	United States	Microsoft SQL Server	12		Developer: T-SQL	1	None (no degree completed)	40
155000	United States	Microsoft SQL Server	13	"Microsoft Access, SQLite"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	11	None (no degree completed)	45
62000	United States	Microsoft SQL Server	2	"Microsoft SQL Server, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	2	Bachelors (4 years)	40
47449	United Kingdom	Microsoft SQL Server	4	MySQL/MariaDB	"DBA (Development Focus - tunes queries, indexes, does deployments)"	3	None (no degree completed)	40
75000	United States	Microsoft SQL Server	20	"Oracle, DB2"	Analyst	10	Associates (2 years)	45
77000	United Kingdom	Microsoft SQL Server	9		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Bachelors (4 years)	38
65000	United States	Microsoft SQL Server	8	"Microsoft Access, Teradata, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	None (no degree completed)	40
76000	United Kingdom	Microsoft SQL Server	17	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Masters	35
85000	Israel	Microsoft SQL Server	6	"Oracle, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	None (no degree completed)	50
100000	United Kingdom	Microsoft SQL Server	12	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
48000	United Kingdom	Microsoft SQL Server	5		Analyst	5	Bachelors (4 years)	38
100000	Ireland	Microsoft SQL Server	10	"Azure SQL DB, CosmosDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Masters	40
82000	United States	Microsoft SQL Server	10	MySQL/MariaDB	"Developer: App code (C#, JS, etc)"	10	Doctorate/PhD	40
85000	United States	Microsoft SQL Server	10	"MySQL/MariaDB, Microsoft Access"	Manager	3	None (no degree completed)	50
"75,000"	United States	Microsoft SQL Server	15		"Developer: App code (C#, JS, etc)"	15	Associates (2 years)	45
70000	United States	Microsoft SQL Server	17	"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor)"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Associates (2 years)	45
"83,000"	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL"	"Developer: App code (C#, JS, etc)"	20	Bachelors (4 years)	42
45000	United Kingdom	Microsoft SQL Server	3	"MongoDB, Amazon RDS (any flavor)"	Developer: T-SQL	3	Doctorate/PhD	40
32500	United Kingdom	Microsoft SQL Server	1		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	37
110000	United States	Microsoft SQL Server	16		"Developer: App code (C#, JS, etc)"	19	Bachelors (4 years)	41
110000	United States	Microsoft SQL Server	23	"Microsoft SQL Server, Oracle"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	45
"108,000"	United States	Microsoft SQL Server	15	"Microsoft SQL Server, MySQL/MariaDB, DB2, Teradata, SAP"	Developer: T-SQL	7	Bachelors (4 years)	48
"102,900"	United States	Microsoft SQL Server	22	"DB2, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	22	Bachelors (4 years)	45
106000	United Kingdom	Microsoft SQL Server	22	Microsoft SQL Server	Data Scientist	2	Doctorate/PhD	35
80000	United States	Microsoft SQL Server	5	"Oracle, MySQL/MariaDB, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Bachelors (4 years)	40
66000	United States	Microsoft SQL Server	17	"Oracle, SAP"	Developer: T-SQL	10	Masters	50
96000	United States	Microsoft SQL Server	20		Other	20	None (no degree completed)	45
"130,000"	United States	Microsoft SQL Server	20	"Oracle, DB2, Sybase"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	15	Bachelors (4 years)	45
132000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite"	Data Scientist	11	Bachelors (4 years)	40
116000	United States	Microsoft SQL Server	20	Microsoft SQL Server	Developer: T-SQL	15	Associates (2 years)	43
198000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, MySQL/MariaDB, MongoDB, SQLite, Azure SQL DB"	Manager	15	Bachelors (4 years)	55
50000	United States	Microsoft SQL Server	5	Azure SQL DB	"Developer: App code (C#, JS, etc)"	5	Bachelors (4 years)	50
108000	United States	Microsoft SQL Server	19		Engineer	2	Masters	45
69000	United Kingdom	Microsoft SQL Server	10		Developer: T-SQL	10	Associates (2 years)	37
77000	United Kingdom	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Informix"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	None (no degree completed)	37
96000	United States	Microsoft SQL Server	16	"Oracle, DB2, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Bachelors (4 years)	40
65000	United States	Microsoft SQL Server	2	"Oracle, Microsoft Access, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	45
72000	United States	Microsoft SQL Server	15	"MySQL/MariaDB, Microsoft Access"	Analyst	10	Bachelors (4 years)	40
154000	United States	Microsoft SQL Server	10	PostgreSQL	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	45
100000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SQLite"	Analyst	4	Bachelors (4 years)	40
"100,000"	United States	Microsoft SQL Server	19	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	Manager	17	Bachelors (4 years)	42
61000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, Microsoft Access"	Analyst	15	Masters	40
50000	United States	Microsoft SQL Server	10	"Oracle, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Masters	40
130000	United States	Microsoft SQL Server	7	Azure SQL DB	Architect	3	Bachelors (4 years)	60
135000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, PostgreSQL, MongoDB, Redis, Amazon RDS (any flavor)"	"Developer: App code (C#, JS, etc)"	1	Bachelors (4 years)	38
