SalaryUSD	Country	PrimaryDatabase	YearsWithThisDatabase	OtherDatabases	JobTitle	YearsWithThisTypeOfJob	Education	HoursWorkedPerWeek
70000	United States	Microsoft SQL Server	3	"Oracle, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	None (no degree completed)	40
91000	Switzerland	Microsoft SQL Server	7		"Developer: App code (C#, JS, etc)"	7	Masters	40
44935	United Kingdom	Microsoft SQL Server	1		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	40
832031	United Kingdom	Microsoft SQL Server	11	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Redis, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	None (no degree completed)	40
138000	United States	Microsoft SQL Server	15	MySQL/MariaDB	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	0	Bachelors (4 years)	60
85000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, MongoDB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	7	Bachelors (4 years)	40
150000	United States	Microsoft SQL Server	20	"Oracle, PostgreSQL, MongoDB, Amazon RDS (any flavor), Netezza"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Associates (2 years)	40
88000	United States	Microsoft SQL Server	3	"MySQL/MariaDB, DB2"	"Developer: App code (C#, JS, etc)"	6	Bachelors (4 years)	50
116500	United States	Microsoft SQL Server	12	Azure SQL DB	Architect	1	Masters	50
80000	United States	Microsoft SQL Server	5	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	Architect	1	Bachelors (4 years)	45
118000	United States	Microsoft SQL Server	20		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	15	Bachelors (4 years)	42
125000	United States	PostgreSQL	2	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Cassandra, Microsoft Access, Teradata, SAP, Azure SQL DB, Amazon RDS (any flavor)"	Architect	20	Masters	50
108000	United States	Microsoft SQL Server	11	"MySQL/MariaDB, MongoDB, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	None (no degree completed)	40
74880	United States	Microsoft SQL Server	5		Manager	5	Bachelors (4 years)	40
85000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite, SAP, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	6	Bachelors (4 years)	70
"85,000"	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, Microsoft Access"	Architect	5	Bachelors (4 years)	45
115000	United States	Microsoft SQL Server	22		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	None (no degree completed)	45
192000	United States	Microsoft SQL Server	18	Microsoft SQL Server	Manager	18	Bachelors (4 years)	40
121000	United States	Microsoft SQL Server	19		Developer: T-SQL	19	None (no degree completed)	45
55500	United States	Microsoft SQL Server	7		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	None (no degree completed)	40
79000	United States	Microsoft SQL Server	15	Microsoft Access	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Bachelors (4 years)	40
140000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	Bachelors (4 years)	40
130	United States	Microsoft SQL Server	17	Oracle	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	17	None (no degree completed)	50
84000	United States	Microsoft SQL Server	6	"MySQL/MariaDB, Microsoft Access, Teradata"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Associates (2 years)	40
"30,000"	Brazil	Microsoft SQL Server	8	"Oracle, Microsoft Access, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	8	Associates (2 years)	52
128000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Microsoft Access, SQLite, SAP, Amazon RDS (any flavor)"	Developer: T-SQL	1	Bachelors (4 years)	50
50000	United States	Microsoft SQL Server	1	PostgreSQL	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	45
60166	United States	Microsoft SQL Server	10		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	12	Bachelors (4 years)	42
99800	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, DB2"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	11	Bachelors (4 years)	50
72000	United States	Microsoft SQL Server	10	MySQL/MariaDB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	40
"40,000"	United States	Microsoft SQL Server	2	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Associates (2 years)	40
90000	United Kingdom	Microsoft SQL Server	17	"Elasticsearch, Azure SQL DB"	Developer: T-SQL	1	Bachelors (4 years)	40
58000	United States	Microsoft SQL Server	3	"DB2, Microsoft Access, SQLite"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Bachelors (4 years)	40
75100	United States	Microsoft SQL Server	3	"Microsoft SQL Server, Oracle"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	8	Bachelors (4 years)	45
"116,000"	United States	Microsoft SQL Server	25	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, SAP, Azure SQL DB, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Masters	50
135000	United States	Microsoft SQL Server	3	"Microsoft SQL Server, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	65
80000	United States	Microsoft SQL Server	1	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	50
72000	United States	Microsoft SQL Server	2	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Masters	40
121000	United States	Oracle	8	MySQL/MariaDB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	8	Bachelors (4 years)	50
20600	Nicaragua	PostgreSQL	7	"Microsoft SQL Server, MySQL/MariaDB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	7	Masters	40
94245	United States	Microsoft SQL Server	6	"MySQL/MariaDB, Microsoft Access, SQLite, Unidata"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	40
116000	Australia	Microsoft SQL Server	10		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
31000	Canada	Microsoft SQL Server	5	"Microsoft Access, SQLite"	Other	5	None (no degree completed)	32
79928	United Kingdom	Microsoft SQL Server	17		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	Masters	35
30000	United Kingdom	Microsoft SQL Server	8	"PostgreSQL, Microsoft Access, Amazon RDS (any flavor), Google bigquery"	Developer: T-SQL	1	Doctorate/PhD	35
110000	Australia	Microsoft SQL Server	11	"Oracle, MySQL/MariaDB, MongoDB, Microsoft Access, SQLite"	"Developer: App code (C#, JS, etc)"	11	Bachelors (4 years)	40
150000	United States	Microsoft SQL Server	18	"Oracle, MySQL/MariaDB, MongoDB, Microsoft Access, Redis, Elasticsearch, Amazon RDS (any flavor)"	Architect	15	Bachelors (4 years)	50
130000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, DB2, Microsoft Access, Teradata"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	15	Masters	50
67000	Lithuania	Microsoft SQL Server	15	"Microsoft SQL Server, Elasticsearch, Apache Spark SQL"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Masters	50
20000	Romania	Microsoft SQL Server	5		Developer: T-SQL	3	Masters	40
"110,000"	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Oracle, Microsoft Access"	Architect	8	Associates (2 years)	45
115000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, SQLite"	Manager	7	Bachelors (4 years)	50
120000	United States	Microsoft SQL Server	7	"MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, Amazon RDS (any flavor)"	Developer: T-SQL	7	None (no degree completed)	40
48000	United Kingdom	Microsoft SQL Server	9		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	9	None (no degree completed)	37
77500	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Microsoft Access, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Associates (2 years)	40
54600	United Kingdom	Microsoft SQL Server	14	"Oracle, MySQL/MariaDB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Bachelors (4 years)	37
132000	United States	Microsoft SQL Server	21		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	21	None (no degree completed)	45
137000	United States	Microsoft SQL Server	17	Microsoft Access	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	None (no degree completed)	60
76000	United States	Microsoft SQL Server	20	Microsoft Access	Developer: T-SQL	10	Bachelors (4 years)	45
110000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, DB2, SQLite, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	7	Bachelors (4 years)	40
90000	United States	Microsoft SQL Server	10	"MySQL/MariaDB, Amazon Redshift"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	8	Masters	38
104000	United States	Oracle	10	"Microsoft SQL Server, Microsoft Access"	Developer: T-SQL	10	Masters	50
78000	United States	Microsoft SQL Server	7	"Oracle, MySQL/MariaDB, Microsoft Access"	Architect	2	Masters	45
120000	United States	Microsoft SQL Server	13		Analyst	10	Bachelors (4 years)	40
17000	United Kingdom	Microsoft SQL Server	10	"MySQL/MariaDB, SQLite, Elasticsearch, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Doctorate/PhD	40
93000	United States	Microsoft SQL Server	15	"Oracle, Microsoft Access, SQLite"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	50
162000	United States	Microsoft SQL Server	23	"Oracle, Redis, Azure SQL DB, Amazon RDS (any flavor)"	Manager	5	Bachelors (4 years)	50
"110,000"	United States	Microsoft SQL Server	8	"PostgreSQL, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)"	Developer: T-SQL	4	Bachelors (4 years)	40
120000	United States	Microsoft SQL Server	15	"MySQL/MariaDB, Microsoft Access, SQLite, Informix"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	None (no degree completed)	50
120000	United Kingdom	Microsoft SQL Server	18	"Azure SQL DB, Netezza"	Developer: T-SQL	7	Bachelors (4 years)	38
102000	United States	Microsoft SQL Server	3	"Microsoft Access, FoxPro"	Developer: T-SQL	25	Masters	53
90000	United States	Microsoft SQL Server	18	Microsoft SQL Server	Developer: T-SQL	1	Masters	45
"140,000"	United States	Microsoft SQL Server	22		Manager	5	Bachelors (4 years)	44
75000	United States	Microsoft SQL Server	25	"Microsoft SQL Server, Oracle"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	20	Masters	45
84000	United States	Microsoft SQL Server	8	"Oracle, MySQL/MariaDB, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	None (no degree completed)	50
195000	United States	Amazon RDS (any flavor)	5	"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor), Redshift"	Manager	2	Bachelors (4 years)	40
"99,000"	United States	Microsoft SQL Server	18		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	None (no degree completed)	45
120000	United States	Microsoft SQL Server	6	"Microsoft SQL Server, Elasticsearch, SAP"	Developer: T-SQL	6	Bachelors (4 years)	50
140000	United States	Microsoft SQL Server	22	"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	25	Bachelors (4 years)	50
93500	United States	Microsoft SQL Server	7	"MySQL/MariaDB, Microsoft Access"	Analyst	7	None (no degree completed)	50
"45,000"	United Kingdom	Microsoft SQL Server	20	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Bachelors (4 years)	35
88000	Netherlands	Oracle	18	"Microsoft SQL Server, PostgreSQL, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	8	Bachelors (4 years)	40
120000	United States	Microsoft SQL Server	16	"Oracle, PostgreSQL, Microsoft Access"	Architect	1	None (no degree completed)	50
95000	United States	Microsoft SQL Server	17		Developer: T-SQL	6	Bachelors (4 years)	42
98000	United States	Microsoft SQL Server	10	Oracle	Developer: T-SQL	4	Bachelors (4 years)	38
160000	United States	Other	1	Microsoft SQL Server	Architect	1	Masters	40
64000	United States	Microsoft Access	25	"Microsoft SQL Server, Microsoft Access"	"Developer: App code (C#, JS, etc)"	4	Masters	90
44000	Mexico	Microsoft SQL Server	12	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	48
93000	United States	Microsoft SQL Server	8	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Bachelors (4 years)	40
85000	Ireland	Microsoft SQL Server	14	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Bachelors (4 years)	38
62000	Australia	Microsoft SQL Server	20	"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	17	None (no degree completed)	40
50000	Poland	Microsoft SQL Server	4		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Masters	40
60000	United Kingdom	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, PostgreSQL, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Bachelors (4 years)	50
33000	Greece	Microsoft SQL Server	6	"Oracle, Microsoft Access"	Manager	5	Bachelors (4 years)	43
45567	Lithuania	Microsoft SQL Server	6		Developer: T-SQL	1	Bachelors (4 years)	40
59000	United States	Microsoft SQL Server	9		Analyst	8	Bachelors (4 years)	40
124800	United States	Microsoft SQL Server	25		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Masters	42
85000	Australia	Microsoft SQL Server	4		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Bachelors (4 years)	45
"120,000"	Australia	Microsoft SQL Server	18	"MySQL/MariaDB, PostgreSQL, Amazon RDS (any flavor), Redshift"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	Bachelors (4 years)	40
90000	United States	Microsoft Access	15	Microsoft SQL Server	Developer: T-SQL	15	Bachelors (4 years)	40
190000	United States	Microsoft SQL Server	13	"Microsoft SQL Server, informix"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Masters	35
115000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Microsoft Access, Azure SQL DB"	Developer: T-SQL	2	Bachelors (4 years)	50
130000	United States	Microsoft SQL Server	30	"Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	30	Associates (2 years)	50
120000	United States	Microsoft SQL Server	5	MySQL/MariaDB	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	45
117770	United States	Microsoft SQL Server	9	Oracle	"Developer: App code (C#, JS, etc)"	9	Bachelors (4 years)	40
105000	United States	Microsoft SQL Server	8	MySQL/MariaDB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	8	Masters	40
72000	United States	Microsoft SQL Server	11		Analyst	11	Bachelors (4 years)	50
122000	United States	Microsoft SQL Server	14	"Microsoft SQL Server, Redshift"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Bachelors (4 years)	40
"115,000"	United States	Oracle	25	"MySQL/MariaDB, MongoDB, Cassandra, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	25	Bachelors (4 years)	40
70000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, PostgreSQL, Microsoft Access, SQLite"	Developer: T-SQL	7	Bachelors (4 years)	50
129000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	4	Bachelors (4 years)	40
135000	United States	Microsoft SQL Server	17	"MySQL/MariaDB, MongoDB, Amazon RDS (any flavor)"	Manager	7	None (no degree completed)	45
144000	United States	Microsoft SQL Server	20	"Oracle, Microsoft Access, Hyperion Essbase"	Manager	1	None (no degree completed)	55
43774	Poland	Microsoft SQL Server	4		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	None (no degree completed)	41
140000	United States	Microsoft SQL Server	16	SAP	Analyst	20	Bachelors (4 years)	45
125000	United States	Microsoft SQL Server	7	Azure SQL DB	Manager	5	Bachelors (4 years)	50
67500	Australia	Microsoft SQL Server	10		Analyst	15	None (no degree completed)	47
67000	Germany	Microsoft SQL Server	10	Microsoft SQL Server	Manager	4	Masters	40
"74,000"	United States	Microsoft SQL Server	12	Microsoft Access	"Developer: App code (C#, JS, etc)"	1	None (no degree completed)	45
109000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, PostgreSQL, MongoDB, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	None (no degree completed)	40
99348.12	Australia	Microsoft SQL Server	18	"SQLite, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	None (no degree completed)	38
75000	United States	Microsoft SQL Server	7	"Oracle, MySQL/MariaDB, Elasticsearch"	Developer: T-SQL	3	None (no degree completed)	40
68000	Australia	Microsoft SQL Server	6	"MySQL/MariaDB, Microsoft Access"	Analyst	6	Doctorate/PhD	40
35000	Philippines	Microsoft SQL Server	10	"Oracle, Microsoft Access, Azure SQL DB"	Architect	5	Bachelors (4 years)	40
88000	Australia	Microsoft SQL Server	12	"MySQL/MariaDB, Microsoft Access, Redis, SQLite, Elasticsearch, Azure SQL DB, Amazon RDS (any flavor)"	Architect	2	Masters	45
40000	Russia	Microsoft SQL Server	5	"Microsoft Access, Azure SQL DB"	Manager	3	Bachelors (4 years)	45
"115,000"	United States	Microsoft SQL Server	15	Microsoft Access	"DBA (Development Focus - tunes queries, indexes, does deployments)"	15	Bachelors (4 years)	40
60500	United States	Microsoft SQL Server	1		"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	45
"125,000"	Switzerland	Microsoft SQL Server	18	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	15	None (no degree completed)	45
54000	Netherlands	Microsoft SQL Server	3	"MySQL/MariaDB, MongoDB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	36
"68,000"	Norway	Microsoft SQL Server	7		Engineer	9	Associates (2 years)	38
47600	United Kingdom	Microsoft SQL Server	11	"Microsoft SQL Server, Oracle"	Developer: T-SQL	11	None (no degree completed)	35
115500	United States	Microsoft SQL Server	7	Microsoft SQL Server	"Developer: App code (C#, JS, etc)"	12	Bachelors (4 years)	45
110000	United Kingdom	Microsoft SQL Server	15	Azure SQL DB	"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	35
61500	United Kingdom	Microsoft SQL Server	15	"Oracle, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	40
61000	United Kingdom	Microsoft SQL Server	15	"Oracle, MySQL/MariaDB, PostgreSQL"	"Developer: App code (C#, JS, etc)"	8	Bachelors (4 years)	40
53500	United Kingdom	Microsoft SQL Server	20	SAP	"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	40
18000	Turkey	Microsoft SQL Server	7		Developer: T-SQL	3	Bachelors (4 years)	48
50000	Netherlands	Microsoft SQL Server	1	"MongoDB, Microsoft Access, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	7	Bachelors (4 years)	40
54000	United Kingdom	Oracle	7	"Microsoft SQL Server, Oracle, SQLite"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	7	Masters	40
58750	United Kingdom	Microsoft SQL Server	15	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access"	Analyst	20	Bachelors (4 years)	40
16000	Russia	Microsoft SQL Server	5	"Oracle, PostgreSQL"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	None (no degree completed)	40
41404	United Kingdom	Microsoft SQL Server	6	"PostgreSQL, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	40
65000	United States	Microsoft SQL Server	5	PostgreSQL	Developer: T-SQL	3	Masters	45
"80,000"	Netherlands	Microsoft SQL Server	20	"Microsoft SQL Server, Oracle, MySQL/MariaDB"	Manager	5	None (no degree completed)	40
62661	United States	Microsoft SQL Server	3		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Associates (2 years)	40
75000	United States	Microsoft SQL Server	9	"Microsoft SQL Server, Oracle, MySQL/MariaDB"	"Developer: App code (C#, JS, etc)"	6	Bachelors (4 years)	40
108000	United States	Microsoft SQL Server	7		Manager	7	Bachelors (4 years)	45
115000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Bachelors (4 years)	45
"56,600"	United States	Microsoft SQL Server	2	"MySQL/MariaDB, Elasticsearch"	Developer: T-SQL	1	Bachelors (4 years)	40
88000	United States	Microsoft SQL Server	6	Azure SQL DB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Associates (2 years)	50
"90,000"	United States	Microsoft SQL Server	18	foxpro developer with c# customers have there own SQL server and we must make it work	Other	25	Associates (2 years)	43
66084.4	Canada	Microsoft SQL Server	13	Microsoft SQL Server	"DBA (Development Focus - tunes queries, indexes, does deployments)"	8	Bachelors (4 years)	40
142000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, DB2, Microsoft Access, SAP, Azure SQL DB"	Architect	4	Bachelors (4 years)	53
63000	Canada	Microsoft SQL Server	15	"MySQL/MariaDB, DB2"	Architect	11	Bachelors (4 years)	35
24375	India	Microsoft SQL Server	10	Microsoft SQL Server	"DBA (Development Focus - tunes queries, indexes, does deployments)"	9	Bachelors (4 years)	40
143000	United States	Microsoft SQL Server	15	Azure SQL DB	"DBA (Development Focus - tunes queries, indexes, does deployments)"	2	Masters	40
72000	France	Microsoft SQL Server	9		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Masters	42
145000	United States	Microsoft SQL Server	20	"Redis, Elasticsearch, Amazon RDS (any flavor)"	Architect	4	Bachelors (4 years)	45
87500	United States	Microsoft SQL Server	11	"Oracle, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Doctorate/PhD	40
105000	United States	Microsoft SQL Server	15	"Oracle, PostgreSQL, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	50
50000	United Kingdom	Microsoft SQL Server	17		Analyst	17	None (no degree completed)	40
131000	United States	Microsoft SQL Server	18	"MongoDB, Cassandra, Amazon RDS (any flavor)"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	6	Bachelors (4 years)	45
125000	United States	Microsoft SQL Server	18	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	8	Bachelors (4 years)	40
65000	United States	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Doctorate/PhD	40
90000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Azure SQL DB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	40
84000	Sweden	Microsoft SQL Server	18		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Masters	40
112000	United States	Microsoft SQL Server	8	"Azure SQL DB, Azure DW"	Manager	2	None (no degree completed)	45
84000	United States	Microsoft SQL Server	10	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Bachelors (4 years)	40
6516.5	South Africa	Microsoft SQL Server	0		"DBA (Development Focus - tunes queries, indexes, does deployments)"	0	None (no degree completed)	40
88000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, Netezza"	Analyst	5	Bachelors (4 years)	40
62171	Canada	Microsoft SQL Server	2		Developer: T-SQL	0	Associates (2 years)	40
121000	United States	Oracle	18	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Informix"	Engineer	18	Bachelors (4 years)	55
72000	United States	Microsoft SQL Server	10	Microsoft SQL Server	"Developer: App code (C#, JS, etc)"	2	Bachelors (4 years)	40
71000	United States	Microsoft SQL Server	5	"Microsoft SQL Server, Microsoft Access, Redis"	"Developer: App code (C#, JS, etc)"	1	Masters	40
87000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Oracle, MySQL/MariaDB"	Architect	12	Bachelors (4 years)	40
90000	United States	Microsoft SQL Server	10		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Associates (2 years)	40
77000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, Oracle"	"Developer: App code (C#, JS, etc)"	5	Bachelors (4 years)	40
125000	United States	Microsoft SQL Server	18	"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor)"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	10	Bachelors (4 years)	40
"48,000"	United States	Microsoft SQL Server	5		Manager	5	Bachelors (4 years)	45
135000	United States	Microsoft SQL Server	25	"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access, Azure SQL DB, DataEase"	Architect	5	Masters	52
"111,250"	United States	Microsoft SQL Server	8	"PostgreSQL, MongoDB, Cassandra, Microsoft Access"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	15	Masters	42
52165	Canada	Microsoft SQL Server	2	"Microsoft SQL Server, Microsoft Access"	Developer: T-SQL	2	None (no degree completed)	40
78000	Germany	Microsoft SQL Server	6	"Microsoft SQL Server, DB2, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	6	Masters	40
"129,000"	United States	Microsoft SQL Server	22	"Microsoft SQL Server, SAP, Amazon RDS (any flavor)"	Engineer	3	None (no degree completed)	45
104000	United States	Microsoft SQL Server	20	"Oracle, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	9	Bachelors (4 years)	55
"42,000"	United States	Microsoft SQL Server	1		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Bachelors (4 years)	40
95000	United States	Microsoft SQL Server	4		"DBA (Development Focus - tunes queries, indexes, does deployments)"	4	Masters	40
52000	United States	Microsoft SQL Server	8		"Developer: App code (C#, JS, etc)"	8	Bachelors (4 years)	60
"53,040"	United States	Microsoft SQL Server	3	FileMaker Pro	Analyst	3	Bachelors (4 years)	40
"57,000"	United States	Microsoft SQL Server	7	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	7	Associates (2 years)	45
98000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Azure SQL DB"	Engineer	1	None (no degree completed)	42
